Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PICCADILLY GRAND,"2,294,000","1,076.4","2,131",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"22,940",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,206,000",516.67,"2,334",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"25,125",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,147,000",484.38,"2,368",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,489",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,588,000",710.42,"2,235",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,061",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,153,000",484.38,"2,380",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,622",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"2,302,000","1,076.4","2,139",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,020",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,499,000",678.13,"2,210",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"23,794",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,225,000",516.67,"2,371",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"25,521",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,159,000",484.38,"2,393",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,756",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,604,000",710.42,"2,258",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,303",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,237,000",516.67,"2,394",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"25,771",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,159,000",484.38,"2,393",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,756",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,604,000",710.42,"2,258",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,303",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,165,000",484.38,"2,405",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,889",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"2,318,000","1,076.4","2,153",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,180",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,513,000",678.13,"2,231",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"24,016",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,237,000",516.67,"2,394",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"25,771",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,177,000",484.38,"2,430",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"26,156",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,183,000",484.38,"2,442",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"26,289",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"2,350,000","1,076.4","2,183",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,500",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,520,000",678.13,"2,241",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"24,127",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,230,000",516.67,"2,381",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"25,625",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,183,000",484.38,"2,442",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"26,289",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,618,000",710.42,"2,278",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,515",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"2,358,000","1,076.4","2,191",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,580",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,527,000",678.13,"2,252",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"24,238",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,249,000",516.67,"2,417",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"26,021",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,189,000",484.38,"2,455",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"26,422",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,183,000",484.38,"2,442",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"26,289",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"2,342,000","1,076.4","2,176",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,420",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,534,000",678.13,"2,262",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"24,349",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,255,000",516.67,"2,429",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"26,146",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,273,000",624.31,"2,039",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,58,"21,948",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,725,000",871.88,"1,978",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,81,"21,296",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,279,000",624.31,"2,049",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,58,"22,052",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"2,517,000","1,345.5","1,871",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,125,"20,136",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,634,000",828.83,"1,971",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,77,"21,221",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,356,000",688.9,"1,968",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,64,"21,188",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,519,000",710.42,"2,138",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,015",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,362,000",645.84,"2,109",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"22,700",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,895,000","1,410.08","2,053",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,131,"22,099",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,526,000",710.42,"2,148",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,121",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,369,000",645.84,"2,120",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"22,817",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,540,000",710.42,"2,168",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,333",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,270,000","1,076.4","2,109",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"22,700",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,399,000",645.84,"2,166",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,317",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,913,000","1,410.08","2,066",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,131,"22,237",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,540,000",710.42,"2,168",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,333",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,399,000",645.84,"2,166",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,317",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,547,000",710.42,"2,178",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,439",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,554,000",710.42,"2,187",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,545",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"2,940,000","1,410.08","2,085",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,131,"22,443",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,561,000",710.42,"2,197",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,652",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,435,000",645.84,"2,222",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,917",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,568,000",710.42,"2,207",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,758",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,442,000",645.84,"2,233",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"24,033",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,449,000",645.84,"2,244",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"24,150",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"3,206,000","1,582.31","2,026",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,147,"21,810",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"3,032,000","1,410.08","2,150",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,131,"23,145",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,476,000",710.42,"2,078",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,364",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,483,000",710.42,"2,087",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,470",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,384,000",645.84,"2,143",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,067",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,490,000",710.42,"2,097",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,576",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,804,000",882.65,"2,044",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,82,"22,000",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,170,000",516.67,"2,264",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,375",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,391,000",645.84,"2,154",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,183",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,497,000",710.42,"2,107",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,682",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,176,000",516.67,"2,276",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,500",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,405,000",645.84,"2,175",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,417",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,511,000",710.42,"2,127",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,894",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,828,000",882.65,"2,071",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,82,"22,293",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,188,000",516.67,"2,299",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,750",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,511,000",710.42,"2,127",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,894",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,828,000",882.65,"2,071",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,82,"22,293",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,518,000",710.42,"2,137",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,000",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,836,000",882.65,"2,080",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,82,"22,390",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,419,000",645.84,"2,197",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,650",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,525,000",710.42,"2,147",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,106",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,426,000",645.84,"2,208",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,767",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,852,000",882.65,"2,098",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,82,"22,585",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,433,000",645.84,"2,219",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,"23,883",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"2,032,000","1,065.64","1,907",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,99,"20,525",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,081,000",484.38,"2,232",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"24,022",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,076,000",484.38,"2,221",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"23,911",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,146,000",516.67,"2,218",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"23,875",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,087,000",484.38,"2,244",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"24,156",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,082,000",484.38,"2,234",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"24,044",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,152,000",516.67,"2,230",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,000",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,094,000",484.38,"2,259",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"24,311",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,164,000",516.67,"2,253",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,250",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,164,000",516.67,"2,253",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,48,"24,250",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,496,000",710.42,"2,106",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,667",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,450,000",678.13,"2,138",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"23,016",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"1,503,000",710.42,"2,116",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"22,773",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,112,000",484.38,"2,296",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"24,711",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,569,000",710.42,"2,209",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,773",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,576,000",710.42,"2,218",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"23,879",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,492,000",678.13,"2,200",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,63,"23,683",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"2,318,000","1,076.4","2,153",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,180",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,606,000",710.42,"2,261",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,333",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
PICCADILLY GRAND,"1,620,000",710.42,"2,280",May-22,NORTHUMBERLAND ROAD,New Sale,Strata,66,"24,545",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
1953,"1,242,000",613.55,"2,024",May-22,TESSENSOHN ROAD,New Sale,Strata,57,"21,789",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
1953,"1,224,020",613.55,"1,995",Apr-22,TESSENSOHN ROAD,New Sale,Strata,57,"21,474",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"3,900,000","2,271.2","1,717",Apr-22,PERUMAL ROAD,New Sale,Strata,211,"18,483",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,21 to 25
UPTOWN @ FARRER,"3,000,000","1,948.28","1,540",Apr-22,PERUMAL ROAD,New Sale,Strata,181,"16,575",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,01 to 05
1953,"1,254,000",613.55,"2,044",Mar-22,TESSENSOHN ROAD,New Sale,Strata,57,"22,000",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
1953,"980,000",548.96,"1,785",Mar-22,TESSENSOHN ROAD,New Sale,Strata,51,"19,216",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"1,975,000","1,291.68","1,529",Mar-22,PERUMAL ROAD,New Sale,Strata,120,"16,458",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"3,100,000","1,829.88","1,694",Mar-22,PERUMAL ROAD,New Sale,Strata,170,"18,235",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,21 to 25
1953,"1,260,000",613.55,"2,054",Mar-22,TESSENSOHN ROAD,New Sale,Strata,57,"22,105",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
